t,s
1.929550000000000125e+02,5.682608717207752180e-01
1.937000000000000171e+02,5.682611494762794813e-01
1.944450000000000216e+02,5.682613171096838611e-01
1.951900000000000261e+02,5.682612822663652974e-01
1.959350000000000307e+02,5.682609898281862915e-01
1.966800000000000352e+02,5.682604337892810387e-01
1.974250000000000398e+02,5.682596598520450737e-01
1.981699999999999875e+02,5.682587578463760281e-01
1.989149999999999920e+02,5.682578450899791189e-01
1.996599999999999966e+02,5.682570436986823514e-01
2.004050000000000011e+02,5.682564562254771579e-01
2.011500000000000057e+02,5.682561445412023238e-01
2.018950000000000102e+02,5.682561164100312645e-01
2.026400000000000148e+02,5.682563228008630229e-01
2.033850000000000193e+02,5.682566668578227231e-01
2.041300000000000239e+02,5.682570230413763746e-01
2.048750000000000284e+02,5.682572627455368952e-01
2.056200000000000330e+02,5.682572811804412760e-01
2.063650000000000375e+02,5.682570198453879007e-01
2.071099999999999852e+02,5.682564796583711164e-01
2.078549999999999898e+02,5.682557216516030962e-01
2.085999999999999943e+02,5.682548547371654157e-01
2.093449999999999989e+02,5.682540128559537829e-01
2.100900000000000034e+02,5.682533262332208901e-01
2.108350000000000080e+02,5.682528929190973077e-01
2.115800000000000125e+02,5.682527569228570385e-01
2.123250000000000171e+02,5.682528979672941682e-01
2.130700000000000216e+02,5.682532354243087225e-01
2.138150000000000261e+02,5.682536458573547167e-01
2.145600000000000307e+02,5.682539904830175015e-01
2.153050000000000352e+02,5.682541464925892072e-01
2.160500000000000398e+02,5.682540351254202760e-01
2.167949999999999875e+02,5.682536399556411544e-01
2.175399999999999920e+02,5.682530109706914745e-01
2.182849999999999966e+02,5.682522532421545591e-01
2.190300000000000011e+02,5.682515025922263430e-01
2.197750000000000057e+02,5.682508937960972784e-01
2.205200000000000102e+02,5.682505287616769207e-01
2.212650000000000148e+02,5.682504522913514045e-01
2.220100000000000193e+02,5.682506413573259474e-01
2.227550000000000239e+02,5.682510106606677436e-01
2.235000000000000284e+02,5.682514333234148785e-01
2.242450000000000330e+02,5.682517718282276142e-01
2.249900000000000375e+02,5.682519117049648072e-01
2.257349999999999852e+02,5.682517896552357062e-01
